radius,distance,mean_pv,std_pv,median_pv,iqr_pv
0.1,0.0,0.025227272727272700,0.008624393618641040,0.03,0.011250000000000000
0.1,1.0,0.0007954545454545460,0.003722349853218000,0.0,0.0
0.1,2.0,0.0,0.0,0.0,0.0
0.1,3.0,0.0,0.0,0.0,0.0
0.1,4.0,0.0,0.0,0.0,0.0
0.1,5.0,0.0,0.0,0.0,0.0
0.1,6.0,0.0,0.0,0.0,0.0
0.1,8.0,0.0,0.0,0.0,0.0
0.1,9.0,0.0,0.0,0.0,0.0
0.1,12.0,0.0,0.0,0.0,0.0
0.2,0.0,0.08250000000000000,0.02917910989981450,0.0825,0.04125
0.2,1.0,0.0064772727272727300,0.015809754808580600,0.0,0.0
0.2,2.0,0.000284090909090909,0.0018818744501908200,0.0,0.0
0.2,3.0,0.0,0.0,0.0,0.0
0.2,4.0,0.0,0.0,0.0,0.0
0.2,5.0,0.0,0.0,0.0,0.0
0.2,6.0,0.0,0.0,0.0,0.0
0.2,8.0,0.0,0.0,0.0,0.0
0.2,9.0,0.0,0.0,0.0,0.0
0.2,12.0,0.0,0.0,0.0,0.0
0.30000000000000000,0.0,0.20250000000000000,0.0492212075504784,0.21000000000000000,0.07125
0.30000000000000000,1.0,0.013901515151515100,0.036155516333481900,0.0,0.0
0.30000000000000000,2.0,5.68181818181818e-05,0.0006503138149011130,0.0,0.0
0.30000000000000000,3.0,0.0,0.0,0.0,0.0
0.30000000000000000,4.0,0.0,0.0,0.0,0.0
0.30000000000000000,5.0,0.0,0.0,0.0,0.0
0.30000000000000000,6.0,0.0,0.0,0.0,0.0
0.30000000000000000,8.0,0.0,0.0,0.0,0.0
0.30000000000000000,9.0,0.0,0.0,0.0,0.0
0.30000000000000000,12.0,0.0,0.0,0.0,0.0
0.4,0.0,0.3010227272727270,0.09615781917252770,0.3075,0.11625000000000000
0.4,1.0,0.02911931818181820,0.05159964539817050,0.0,0.03
0.4,2.0,0.00234375,0.011122322360348100,0.0,0.0
0.4,3.0,0.00012784090909090900,0.0007368586562126670,0.0,0.0
0.4,4.0,0.0,0.0,0.0,0.0
0.4,5.0,0.0,0.0,0.0,0.0
0.4,6.0,0.0,0.0,0.0,0.0
0.4,8.0,0.0,0.0,0.0,0.0
0.4,9.0,0.0,0.0,0.0,0.0
0.4,12.0,0.0,0.0,0.0,0.0
0.5,0.0,0.4187727272727270,0.1092780780719880,0.4035,0.10500000000000000
0.5,1.0,0.05168181818181820,0.07921784484665530,0.0,0.09075
0.5,2.0,0.0045681818181818200,0.017133364217849600,0.0,0.0
0.5,3.0,0.0005284090909090910,0.004928671886007160,0.0,0.0
0.5,4.0,0.0,0.0,0.0,0.0
0.5,5.0,0.0,0.0,0.0,0.0
0.5,6.0,0.0,0.0,0.0,0.0
0.5,8.0,0.0,0.0,0.0,0.0
0.5,9.0,0.0,0.0,0.0,0.0
0.5,12.0,0.0,0.0,0.0,0.0
0.6,0.0,0.46034090909090900,0.09691856191993410,0.4262500000000000,0.13937500000000000
0.6,1.0,0.08579545454545450,0.11480996245683100,0.018125000000000000,0.13312500000000000
0.6,2.0,0.012187500000000000,0.028957737213179800,0.0,0.0003125
0.6,3.0,0.0011505681818181800,0.003949349013662240,0.0,0.0
0.6,4.0,0.0,0.0,0.0,0.0
0.6,5.0,0.0,0.0,0.0,0.0
0.6,6.0,0.0,0.0,0.0,0.0
0.6,8.0,0.0,0.0,0.0,0.0
0.6,9.0,0.0,0.0,0.0,0.0
0.6,12.0,0.0,0.0,0.0,0.0
0.7000000000000000,0.0,0.5625,0.15140988612970700,0.5442857142857140,0.11892857142857100
0.7000000000000000,1.0,0.1175324675324680,0.14509404973560900,0.04928571428571430,0.19660714285714300
0.7000000000000000,2.0,0.02008928571428570,0.04479979719393620,0.0,0.011517857142857100
0.7000000000000000,3.0,0.0027516233766233800,0.010913085206256200,0.0,0.0
0.7000000000000000,4.0,0.0,0.0,0.0,0.0
0.7000000000000000,5.0,0.0,0.0,0.0,0.0
0.7000000000000000,6.0,0.0,0.0,0.0,0.0
0.7000000000000000,8.0,0.0,0.0,0.0,0.0
0.7000000000000000,9.0,0.0,0.0,0.0,0.0
0.7000000000000000,12.0,0.0,0.0,0.0,0.0
0.8,0.0,0.6946363636363640,0.18243468207317500,0.697,0.34700000000000000
0.8,1.0,0.16924242424242400,0.17686761532767600,0.102,0.2885
0.8,2.0,0.032553030303030300,0.06812414185102430,0.0,0.03075
0.8,3.0,0.0054090909090909100,0.019271762411525300,0.0,0.0
0.8,4.0,0.0,0.0,0.0,0.0
0.8,5.0,0.0,0.0,0.0,0.0
0.8,6.0,0.0,0.0,0.0,0.0
0.8,8.0,0.0,0.0,0.0,0.0
0.8,9.0,0.0,0.0,0.0,0.0
0.8,12.0,0.0,0.0,0.0,0.0
0.9,0.0,0.8442727272727280,0.11776949049971300,0.8120000000000000,0.17950000000000000
0.9,1.0,0.24871212121212100,0.21372523887427100,0.1875,0.349
0.9,2.0,0.053871212121212100,0.0902813284249137,0.007500000000000000,0.07325000000000000
0.9,3.0,0.009147727272727270,0.024367237585782700,0.0,0.00125
0.9,4.0,0.0,0.0,0.0,0.0
0.9,5.0,0.0,0.0,0.0,0.0
0.9,6.0,0.0,0.0,0.0,0.0
0.9,8.0,0.0,0.0,0.0,0.0
0.9,9.0,0.0,0.0,0.0,0.0
0.9,12.0,0.0,0.0,0.0,0.0
1.0,0.0,0.8742727272727270,0.08559746269507470,0.874,0.139
1.0,1.0,0.32363636363636400,0.26932663712593400,0.282,0.5080000000000000
1.0,2.0,0.0976742424242424,0.14782168292442000,0.014000000000000000,0.12975
1.0,3.0,0.025465909090909100,0.06089539258277200,0.0,0.006250000000000000
1.0,4.0,0.0,0.0,0.0,0.0
1.0,5.0,0.0,0.0,0.0,0.0
1.0,6.0,0.0,0.0,0.0,0.0
1.0,8.0,0.0,0.0,0.0,0.0
1.0,9.0,0.0,0.0,0.0,0.0
1.0,12.0,0.0,0.0,0.0,0.0
1.5,0.0,1.0,0.0,1.0,0.0
1.5,1.0,0.8059166666666670,0.19265524403855600,0.878,0.37400000000000000
1.5,2.0,0.46546666666666700,0.28410074308636000,0.4255,0.4955
1.5,3.0,0.21010000000000000,0.21386903702967400,0.1385,0.29625
1.5,4.0,0.07788333333333330,0.12326355120454500,0.0,0.1505
1.5,5.0,0.01999583333333330,0.04498930409151590,0.0,0.013
1.5,6.0,0.003675,0.011844944420863000,0.0,0.0
1.5,8.0,0.0,0.0,0.0,0.0
1.5,9.0,0.0,0.0,0.0,0.0
1.5,12.0,0.0,0.0,0.0,0.0
2.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,0.9932,0.023833310023298600,1.0,0.0
2.0,2.0,0.8849416666666670,0.15015327146138200,0.959,0.19700000000000000
2.0,3.0,0.661975,0.264792275897542,0.7005000000000000,0.462
2.0,4.0,0.4234666666666670,0.2704220446306520,0.4195,0.3555
2.0,5.0,0.22588333333333300,0.2204197958189980,0.162,0.33825
2.0,6.0,0.10270833333333300,0.14012987403556100,0.04,0.1445
2.0,8.0,0.011666666666666700,0.03506668250950210,0.0,0.00425
2.0,9.0,0.0027916666666666700,0.012348343906055700,0.0,0.0
2.0,12.0,0.0,0.0,0.0,0.0
2.5,0.0,1.0,0.0,1.0,0.0
2.5,1.0,1.0,0.0,1.0,0.0
2.5,2.0,0.9937333333333330,0.019797614895627100,1.0,0.0
2.5,3.0,0.9451125,0.10468595819760200,0.9980000000000000,0.05075000000000010
2.5,4.0,0.809583333333333,0.2112778811318300,0.9050000000000000,0.3965000000000000
2.5,5.0,0.6537166666666670,0.2882789211664440,0.7085000000000000,0.52375
2.5,6.0,0.4722875,0.3083429716680490,0.4355,0.53175
2.5,8.0,0.185925,0.22617092218423400,0.09100000000000000,0.28375000000000000
2.5,9.0,0.1006291666666670,0.16114155262575500,0.019,0.13125
2.5,12.0,0.0096,0.03171103908735880,0.0,0.0
3.0,0.0,1.0,0.0,1.0,0.0
3.0,1.0,1.0,0.0,1.0,0.0
3.0,2.0,1.0,0.0,1.0,0.0
3.0,3.0,0.9994875,0.002097580451377260,1.0,0.0
3.0,4.0,0.99445,0.018842704158373900,1.0,0.0
3.0,5.0,0.953554166666667,0.08875977166471430,1.0,0.05050000000000000
3.0,6.0,0.8715125000000000,0.17197354402276500,0.957,0.19900000000000000
3.0,8.0,0.5964416666666670,0.2911883352698430,0.614,0.51
3.0,9.0,0.4410291666666670,0.2942645832964590,0.40650000000000000,0.4830000000000000
3.0,12.0,0.11301250000000000,0.16539449006466300,0.0335,0.1325
3.5,0.0,1.0,0.0,1.0,0.0
3.5,1.0,1.0,0.0,1.0,0.0
3.5,2.0,1.0,0.0,1.0,0.0
3.5,3.0,1.0,0.0,1.0,0.0
3.5,4.0,1.0,0.0,1.0,0.0
3.5,5.0,0.99995,0.00038405728739343100,1.0,0.0
3.5,6.0,0.996654166666667,0.01591386919133400,1.0,0.0
3.5,8.0,0.9444583333333330,0.10168119260982100,0.9900000000000000,0.0585
3.5,9.0,0.8731708333333330,0.16327137424945500,0.9365,0.18350000000000000
3.5,12.0,0.4862,0.2709450774603590,0.4575,0.446
4.0,0.0,1.0,0.0,1.0,0.0
4.0,1.0,1.0,0.0,1.0,0.0
4.0,2.0,1.0,0.0,1.0,0.0
4.0,3.0,1.0,0.0,1.0,0.0
4.0,4.0,1.0,0.0,1.0,0.0
4.0,5.0,1.0,0.0,1.0,0.0
4.0,6.0,1.0,0.0,1.0,0.0
4.0,8.0,0.998608333333333,0.006425594438562780,1.0,0.0
4.0,9.0,0.9901125,0.028288098388132500,1.0,0.0010000000000000000
4.0,12.0,0.8677000000000000,0.18415804353869500,0.9565,0.17825
4.5,0.0,1.0,0.0,1.0,0.0
4.5,1.0,1.0,0.0,1.0,0.0
4.5,2.0,1.0,0.0,1.0,0.0
4.5,3.0,1.0,0.0,1.0,0.0
4.5,4.0,1.0,0.0,1.0,0.0
4.5,5.0,1.0,0.0,1.0,0.0
4.5,6.0,1.0,0.0,1.0,0.0
4.5,8.0,1.0,0.0,1.0,0.0
4.5,9.0,0.9999000000000000,0.0009027735042633900,1.0,0.0
4.5,12.0,0.9900375,0.04095743026301820,1.0,0.0010000000000000000
5.0,0.0,1.0,0.0,1.0,0.0
5.0,1.0,1.0,0.0,1.0,0.0
5.0,2.0,1.0,0.0,1.0,0.0
5.0,3.0,1.0,0.0,1.0,0.0
5.0,4.0,1.0,0.0,1.0,0.0
5.0,5.0,1.0,0.0,1.0,0.0
5.0,6.0,1.0,0.0,1.0,0.0
5.0,8.0,1.0,0.0,1.0,0.0
5.0,9.0,1.0,0.0,1.0,0.0
5.0,12.0,1.0,0.0,1.0,0.0
5.5,0.0,1.0,0.0,1.0,0.0
5.5,1.0,1.0,0.0,1.0,0.0
5.5,2.0,1.0,0.0,1.0,0.0
5.5,3.0,1.0,0.0,1.0,0.0
5.5,4.0,1.0,0.0,1.0,0.0
5.5,5.0,1.0,0.0,1.0,0.0
5.5,6.0,1.0,0.0,1.0,0.0
5.5,8.0,1.0,0.0,1.0,0.0
5.5,9.0,1.0,0.0,1.0,0.0
5.5,12.0,1.0,0.0,1.0,0.0
